Município,Cód. IBGE,UF,Região,Fabricante,Doses Aplicadas,Dose 1,Dose 2
Ibirataia,291290,BA,Nordeste,FIOCRUZ/ASTRAZENECA,9589,5210,4379
Ibirataia,291290,BA,Nordeste,BUTANTAN/SINOVAC,6661,3842,2819
Ibirataia,291290,BA,Nordeste,PFIZER/BIONTECH,4475,3549,884
Ibirataia,291290,BA,Nordeste,JANSSEN,212,0,0
Ibirité,312980,MG,Sudeste,FIOCRUZ/ASTRAZENECA,75861,42278,33583
Ibirité,312980,MG,Sudeste,PFIZER/BIONTECH,59102,47120,11895
Ibirité,312980,MG,Sudeste,BUTANTAN/SINOVAC,50400,27775,22624
Ibirité,312980,MG,Sudeste,JANSSEN,4083,0,0
Ibirubá,431000,RS,Sul,FIOCRUZ/ASTRAZENECA,12304,6645,5659
Ibirubá,431000,RS,Sul,PFIZER/BIONTECH,7781,5962,1819
Ibirubá,431000,RS,Sul,BUTANTAN/SINOVAC,6927,3501,3426
Ibirubá,431000,RS,Sul,JANSSEN,530,0,0
Ibitiara,291300,BA,Nordeste,FIOCRUZ/ASTRAZENECA,8228,4551,3677
Ibitiara,291300,BA,Nordeste,BUTANTAN/SINOVAC,6074,3129,2945
Ibitiara,291300,BA,Nordeste,PFIZER/BIONTECH,4714,3556,1106
Ibitiara,291300,BA,Nordeste,JANSSEN,205,0,0
Ibitinga,351960,SP,Sudeste,FIOCRUZ/ASTRAZENECA,37860,19702,18158
Ibitinga,351960,SP,Sudeste,BUTANTAN/SINOVAC,32090,16426,15656
Ibitinga,351960,SP,Sudeste,PFIZER/BIONTECH,18818,12163,6577
Ibitinga,351960,SP,Sudeste,JANSSEN,1838,0,0
Ibitirama,320255,ES,Sudeste,FIOCRUZ/ASTRAZENECA,4297,2850,1444
Ibitirama,320255,ES,Sudeste,BUTANTAN/SINOVAC,3290,1805,1485
Ibitirama,320255,ES,Sudeste,PFIZER/BIONTECH,3239,2641,583
Ibitirama,320255,ES,Sudeste,JANSSEN,280,0,0
Ibititá,291310,BA,Nordeste,FIOCRUZ/ASTRAZENECA,12447,7257,5190
Ibititá,291310,BA,Nordeste,BUTANTAN/SINOVAC,5415,3045,2370
Ibititá,291310,BA,Nordeste,PFIZER/BIONTECH,2756,2404,304
Ibititá,291310,BA,Nordeste,JANSSEN,70,0,0
Ibitiúra De Minas,312990,MG,Sudeste,FIOCRUZ/ASTRAZENECA,1810,1155,655
Ibitiúra De Minas,312990,MG,Sudeste,BUTANTAN/SINOVAC,1483,895,588
Ibitiúra De Minas,312990,MG,Sudeste,PFIZER/BIONTECH,756,623,133
Ibitiúra De Minas,312990,MG,Sudeste,JANSSEN,35,0,0
Ibituruna,313000,MG,Sudeste,BUTANTAN/SINOVAC,1444,738,706
Ibituruna,313000,MG,Sudeste,FIOCRUZ/ASTRAZENECA,1407,764,643
Ibituruna,313000,MG,Sudeste,PFIZER/BIONTECH,908,717,167
Ibituruna,313000,MG,Sudeste,JANSSEN,60,0,0
Ibiúna,351970,SP,Sudeste,BUTANTAN/SINOVAC,39585,21027,18558
Ibiúna,351970,SP,Sudeste,FIOCRUZ/ASTRAZENECA,37181,22971,14210
Ibiúna,351970,SP,Sudeste,PFIZER/BIONTECH,19468,17242,2225
Ibiúna,351970,SP,Sudeste,JANSSEN,2136,0,0
Ibotirama,291320,BA,Nordeste,FIOCRUZ/ASTRAZENECA,11530,8320,3210
Ibotirama,291320,BA,Nordeste,BUTANTAN/SINOVAC,7945,4515,3430
Ibotirama,291320,BA,Nordeste,PFIZER/BIONTECH,4779,4373,406
Ibotirama,291320,BA,Nordeste,JANSSEN,297,0,0
Icapuí,230535,CE,Nordeste,FIOCRUZ/ASTRAZENECA,6055,4450,1605
Icapuí,230535,CE,Nordeste,BUTANTAN/SINOVAC,4197,2171,2026
Icapuí,230535,CE,Nordeste,PFIZER/BIONTECH,939,858,17
Icapuí,230535,CE,Nordeste,JANSSEN,309,0,0
Içara,420700,SC,Sul,FIOCRUZ/ASTRAZENECA,29601,16054,13547
Içara,420700,SC,Sul,BUTANTAN/SINOVAC,17278,9463,7815
Içara,420700,SC,Sul,PFIZER/BIONTECH,16155,12527,3543
Içara,420700,SC,Sul,JANSSEN,1771,0,0
Icaraí De Minas,313005,MG,Sudeste,FIOCRUZ/ASTRAZENECA,4502,2599,1903
Icaraí De Minas,313005,MG,Sudeste,BUTANTAN/SINOVAC,3048,1648,1400
Icaraí De Minas,313005,MG,Sudeste,PFIZER/BIONTECH,2985,2485,491
Icaraí De Minas,313005,MG,Sudeste,JANSSEN,96,0,0
Icaraíma,410990,PR,Sul,FIOCRUZ/ASTRAZENECA,5535,2908,2627
Icaraíma,410990,PR,Sul,BUTANTAN/SINOVAC,3435,1749,1686
Icaraíma,410990,PR,Sul,PFIZER/BIONTECH,2382,1919,446
Icaraíma,410990,PR,Sul,JANSSEN,195,0,0
Icatu,210510,MA,Nordeste,FIOCRUZ/ASTRAZENECA,11649,7679,3970
Icatu,210510,MA,Nordeste,BUTANTAN/SINOVAC,5426,3172,2254
Icatu,210510,MA,Nordeste,PFIZER/BIONTECH,2071,2066,5
Icatu,210510,MA,Nordeste,JANSSEN,199,0,0
Icém,351980,SP,Sudeste,FIOCRUZ/ASTRAZENECA,5080,2856,2224
Icém,351980,SP,Sudeste,BUTANTAN/SINOVAC,4018,1999,2006
Icém,351980,SP,Sudeste,PFIZER/BIONTECH,2556,1542,1014
Icém,351980,SP,Sudeste,JANSSEN,244,0,0
Ichu,291330,BA,Nordeste,FIOCRUZ/ASTRAZENECA,2970,1623,1347
Ichu,291330,BA,Nordeste,BUTANTAN/SINOVAC,2561,1363,1198
Ichu,291330,BA,Nordeste,PFIZER/BIONTECH,2278,1791,487
Ichu,291330,BA,Nordeste,JANSSEN,75,0,0
Icó,230540,CE,Nordeste,BUTANTAN/SINOVAC,10023,5542,4481
Icó,230540,CE,Nordeste,FIOCRUZ/ASTRAZENECA,4892,3576,1316
Icó,230540,CE,Nordeste,PFIZER/BIONTECH,8,5,3
Icó,230540,CE,Nordeste,JANSSEN,2,0,0
Iconha,320260,ES,Sudeste,FIOCRUZ/ASTRAZENECA,7122,3671,3451
Iconha,320260,ES,Sudeste,PFIZER/BIONTECH,6111,4399,1672
Iconha,320260,ES,Sudeste,BUTANTAN/SINOVAC,5587,2913,2674
Iconha,320260,ES,Sudeste,JANSSEN,561,0,0
Ielmo Marinho,240460,RN,Nordeste,FIOCRUZ/ASTRAZENECA,7999,4955,3044
Ielmo Marinho,240460,RN,Nordeste,BUTANTAN/SINOVAC,2797,1435,1362
Ielmo Marinho,240460,RN,Nordeste,PFIZER/BIONTECH,2750,2294,455
Ielmo Marinho,240460,RN,Nordeste,JANSSEN,223,0,0
Iepê,351990,SP,Sudeste,FIOCRUZ/ASTRAZENECA,5903,2916,2987
Iepê,351990,SP,Sudeste,BUTANTAN/SINOVAC,4723,2332,2391
Iepê,351990,SP,Sudeste,PFIZER/BIONTECH,2488,1458,1028
Iepê,351990,SP,Sudeste,JANSSEN,219,0,0
Igaci,270310,AL,Nordeste,FIOCRUZ/ASTRAZENECA,12349,6762,5587
Igaci,270310,AL,Nordeste,BUTANTAN/SINOVAC,9058,4788,4270
Igaci,270310,AL,Nordeste,PFIZER/BIONTECH,6033,5972,36
Igaci,270310,AL,Nordeste,JANSSEN,1267,0,0
Igaporã,291340,BA,Nordeste,FIOCRUZ/ASTRAZENECA,8746,4857,3889
Igaporã,291340,BA,Nordeste,BUTANTAN/SINOVAC,5815,3043,2772
Igaporã,291340,BA,Nordeste,PFIZER/BIONTECH,4013,3144,869
Igaporã,291340,BA,Nordeste,JANSSEN,138,0,0
Igaraçu Do Tietê,352000,SP,Sudeste,FIOCRUZ/ASTRAZENECA,13841,7034,6807
Igaraçu Do Tietê,352000,SP,Sudeste,BUTANTAN/SINOVAC,13098,6636,6457
Igaraçu Do Tietê,352000,SP,Sudeste,PFIZER/BIONTECH,8742,5345,3380
Igaraçu Do Tietê,352000,SP,Sudeste,JANSSEN,709,0,0
Igaracy,250260,PB,Nordeste,FIOCRUZ/ASTRAZENECA,2583,1604,979
Igaracy,250260,PB,Nordeste,BUTANTAN/SINOVAC,2204,1150,1054
Igaracy,250260,PB,Nordeste,PFIZER/BIONTECH,1545,1278,174
Igaracy,250260,PB,Nordeste,JANSSEN,95,0,0
Igarapava,352010,SP,Sudeste,FIOCRUZ/ASTRAZENECA,18013,9377,8636
Igarapava,352010,SP,Sudeste,BUTANTAN/SINOVAC,15661,7566,8095
Igarapava,352010,SP,Sudeste,PFIZER/BIONTECH,7100,5233,1867
Igarapava,352010,SP,Sudeste,JANSSEN,831,0,0
Igarapé,313010,MG,Sudeste,FIOCRUZ/ASTRAZENECA,20228,11408,8820
Igarapé,313010,MG,Sudeste,BUTANTAN/SINOVAC,16907,9186,7721
Igarapé,313010,MG,Sudeste,PFIZER/BIONTECH,15424,10730,4542
Igarapé,313010,MG,Sudeste,JANSSEN,411,0,0
Igarapé Do Meio,210515,MA,Nordeste,FIOCRUZ/ASTRAZENECA,5298,3178,2120
Igarapé Do Meio,210515,MA,Nordeste,BUTANTAN/SINOVAC,3851,2142,1709
Igarapé Do Meio,210515,MA,Nordeste,PFIZER/BIONTECH,1630,1591,24
Igarapé Do Meio,210515,MA,Nordeste,JANSSEN,96,0,0
Igarapé Grande,210520,MA,Nordeste,FIOCRUZ/ASTRAZENECA,7072,3925,3147
Igarapé Grande,210520,MA,Nordeste,BUTANTAN/SINOVAC,3186,1681,1505
Igarapé Grande,210520,MA,Nordeste,PFIZER/BIONTECH,1399,1295,104
Igarapé Grande,210520,MA,Nordeste,JANSSEN,101,0,0
Igarapé-Açu,150320,PA,Norte,BUTANTAN/SINOVAC,18914,10601,8313
Igarapé-Açu,150320,PA,Norte,FIOCRUZ/ASTRAZENECA,14147,9852,4295
Igarapé-Açu,150320,PA,Norte,PFIZER/BIONTECH,7037,4705,2283
Igarapé-Açu,150320,PA,Norte,JANSSEN,807,0,0
Igarapé-Miri,150330,PA,Norte,FIOCRUZ/ASTRAZENECA,52466,29476,22990
Igarapé-Miri,150330,PA,Norte,BUTANTAN/SINOVAC,9711,5567,4144
Igarapé-Miri,150330,PA,Norte,PFIZER/BIONTECH,3881,3845,9
Igarapé-Miri,150330,PA,Norte,JANSSEN,1059,0,0
Igarassu,260680,PE,Nordeste,FIOCRUZ/ASTRAZENECA,44571,25123,19448
Igarassu,260680,PE,Nordeste,BUTANTAN/SINOVAC,37772,20848,16924
Igarassu,260680,PE,Nordeste,PFIZER/BIONTECH,29192,24114,5035
Igarassu,260680,PE,Nordeste,JANSSEN,1048,0,0
Igaratá,352020,SP,Sudeste,BUTANTAN/SINOVAC,6787,3604,3183
Igaratá,352020,SP,Sudeste,FIOCRUZ/ASTRAZENECA,5882,2972,2910
Igaratá,352020,SP,Sudeste,PFIZER/BIONTECH,3099,2060,1031
Igaratá,352020,SP,Sudeste,JANSSEN,238,0,0
Igaratinga,313020,MG,Sudeste,FIOCRUZ/ASTRAZENECA,6117,3754,2362
Igaratinga,313020,MG,Sudeste,BUTANTAN/SINOVAC,3850,2005,1845
Igaratinga,313020,MG,Sudeste,PFIZER/BIONTECH,2790,2182,560
Igaratinga,313020,MG,Sudeste,JANSSEN,496,0,0
Igrapiúna,291345,BA,Nordeste,FIOCRUZ/ASTRAZENECA,6672,4270,2402
Igrapiúna,291345,BA,Nordeste,BUTANTAN/SINOVAC,2714,1546,1168
Igrapiúna,291345,BA,Nordeste,PFIZER/BIONTECH,2126,2050,75
Igrapiúna,291345,BA,Nordeste,JANSSEN,133,0,0
Igreja Nova,270320,AL,Nordeste,FIOCRUZ/ASTRAZENECA,14905,8551,6354
Igreja Nova,270320,AL,Nordeste,BUTANTAN/SINOVAC,12958,6886,6072
Igreja Nova,270320,AL,Nordeste,PFIZER/BIONTECH,694,685,3
Igreja Nova,270320,AL,Nordeste,JANSSEN,216,0,0
Igrejinha,431010,RS,Sul,FIOCRUZ/ASTRAZENECA,21383,11209,10174
Igrejinha,431010,RS,Sul,PFIZER/BIONTECH,12248,9013,3184
Igrejinha,431010,RS,Sul,BUTANTAN/SINOVAC,12162,6310,5852
Igrejinha,431010,RS,Sul,JANSSEN,1021,0,0
Iguaba Grande,330187,RJ,Sudeste,FIOCRUZ/ASTRAZENECA,19645,12296,7349
Iguaba Grande,330187,RJ,Sudeste,BUTANTAN/SINOVAC,12421,6690,5731
Iguaba Grande,330187,RJ,Sudeste,PFIZER/BIONTECH,9653,6484,3112
Iguaba Grande,330187,RJ,Sudeste,JANSSEN,566,0,0
Iguaí,291350,BA,Nordeste,FIOCRUZ/ASTRAZENECA,4662,3450,1212
Iguaí,291350,BA,Nordeste,BUTANTAN/SINOVAC,4577,2716,1861
Iguaí,291350,BA,Nordeste,PFIZER/BIONTECH,695,604,91
Iguaí,291350,BA,Nordeste,JANSSEN,10,0,0
Iguape,352030,SP,Sudeste,FIOCRUZ/ASTRAZENECA,19905,10055,9850
Iguape,352030,SP,Sudeste,BUTANTAN/SINOVAC,16424,8438,7974
Iguape,352030,SP,Sudeste,PFIZER/BIONTECH,9278,6246,2956
Iguape,352030,SP,Sudeste,JANSSEN,638,0,0
Iguaraçu,411000,PR,Sul,FIOCRUZ/ASTRAZENECA,3203,1760,1443
Iguaraçu,411000,PR,Sul,BUTANTAN/SINOVAC,1472,762,710
Iguaraçu,411000,PR,Sul,PFIZER/BIONTECH,1102,1013,87
Iguaraçu,411000,PR,Sul,JANSSEN,107,0,0
Iguaracy,260690,PE,Nordeste,FIOCRUZ/ASTRAZENECA,6962,4174,2788
Iguaracy,260690,PE,Nordeste,PFIZER/BIONTECH,3880,2888,930
Iguaracy,260690,PE,Nordeste,BUTANTAN/SINOVAC,3829,2087,1742
Iguaracy,260690,PE,Nordeste,JANSSEN,59,0,0
Iguatama,313030,MG,Sudeste,FIOCRUZ/ASTRAZENECA,4977,3068,1909
Iguatama,313030,MG,Sudeste,BUTANTAN/SINOVAC,2691,1440,1251
Iguatama,313030,MG,Sudeste,PFIZER/BIONTECH,1502,1241,208
Iguatama,313030,MG,Sudeste,JANSSEN,223,0,0
Iguatemi,500430,MS,Centro-Oeste,FIOCRUZ/ASTRAZENECA,9113,5249,3864
Iguatemi,500430,MS,Centro-Oeste,BUTANTAN/SINOVAC,4578,2358,2220
Iguatemi,500430,MS,Centro-Oeste,PFIZER/BIONTECH,4375,2713,1661
Iguatemi,500430,MS,Centro-Oeste,JANSSEN,1094,0,0
Iguatu,230550,CE,Nordeste,BUTANTAN/SINOVAC,15659,9175,6484
Iguatu,230550,CE,Nordeste,FIOCRUZ/ASTRAZENECA,11627,6404,5223
Iguatu,230550,CE,Nordeste,PFIZER/BIONTECH,94,24,70
Iguatu,230550,CE,Nordeste,JANSSEN,7,0,0
Iguatu,411005,PR,Sul,FIOCRUZ/ASTRAZENECA,1618,906,712
Iguatu,411005,PR,Sul,BUTANTAN/SINOVAC,837,427,410
Iguatu,411005,PR,Sul,PFIZER/BIONTECH,386,328,58
Iguatu,411005,PR,Sul,JANSSEN,46,0,0
Ijaci,313040,MG,Sudeste,FIOCRUZ/ASTRAZENECA,3492,2297,1195
Ijaci,313040,MG,Sudeste,BUTANTAN/SINOVAC,2008,1091,917
Ijaci,313040,MG,Sudeste,PFIZER/BIONTECH,1380,1328,52
Ijaci,313040,MG,Sudeste,JANSSEN,134,0,0
Ijuí,431020,RS,Sul,FIOCRUZ/ASTRAZENECA,52720,27831,24888
Ijuí,431020,RS,Sul,BUTANTAN/SINOVAC,33250,17624,15626
Ijuí,431020,RS,Sul,PFIZER/BIONTECH,25022,18455,6243
Ijuí,431020,RS,Sul,JANSSEN,2613,0,0
Ilha Comprida,352042,SP,Sudeste,FIOCRUZ/ASTRAZENECA,8649,4545,4104
Ilha Comprida,352042,SP,Sudeste,BUTANTAN/SINOVAC,7961,4418,3532
Ilha Comprida,352042,SP,Sudeste,PFIZER/BIONTECH,3552,2227,1317
Ilha Comprida,352042,SP,Sudeste,JANSSEN,234,0,0
Ilha Das Flores,280270,SE,Nordeste,FIOCRUZ/ASTRAZENECA,3907,2235,1672
Ilha Das Flores,280270,SE,Nordeste,BUTANTAN/SINOVAC,3328,1809,1519
Ilha Das Flores,280270,SE,Nordeste,PFIZER/BIONTECH,1678,1384,293
Ilha Das Flores,280270,SE,Nordeste,JANSSEN,81,0,0
Ilha De Itamaracá,260760,PE,Nordeste,FIOCRUZ/ASTRAZENECA,9331,6656,2675
Ilha De Itamaracá,260760,PE,Nordeste,BUTANTAN/SINOVAC,7972,5432,2539
Ilha De Itamaracá,260760,PE,Nordeste,PFIZER/BIONTECH,4266,3393,843
Ilha De Itamaracá,260760,PE,Nordeste,JANSSEN,197,0,0
Ilha Grande,220465,PI,Nordeste,FIOCRUZ/ASTRAZENECA,4178,2393,1785
Ilha Grande,220465,PI,Nordeste,BUTANTAN/SINOVAC,3339,1841,1498
Ilha Grande,220465,PI,Nordeste,PFIZER/BIONTECH,2785,2490,295
Ilha Grande,220465,PI,Nordeste,JANSSEN,149,0,0
Ilha Solteira,352044,SP,Sudeste,FIOCRUZ/ASTRAZENECA,19464,9668,9796
Ilha Solteira,352044,SP,Sudeste,BUTANTAN/SINOVAC,15709,7908,7798
Ilha Solteira,352044,SP,Sudeste,PFIZER/BIONTECH,7221,4510,2644
Ilha Solteira,352044,SP,Sudeste,JANSSEN,506,0,0
Ilhabela,352040,SP,Sudeste,BUTANTAN/SINOVAC,19631,9427,10157
Ilhabela,352040,SP,Sudeste,FIOCRUZ/ASTRAZENECA,19035,9415,9620
Ilhabela,352040,SP,Sudeste,PFIZER/BIONTECH,18417,12835,5563
Ilhabela,352040,SP,Sudeste,JANSSEN,948,0,0
Ilhéus,291360,BA,Nordeste,FIOCRUZ/ASTRAZENECA,68521,46514,22007
Ilhéus,291360,BA,Nordeste,BUTANTAN/SINOVAC,48035,28046,19989
Ilhéus,291360,BA,Nordeste,PFIZER/BIONTECH,21360,19566,1770
Ilhéus,291360,BA,Nordeste,JANSSEN,1835,0,0
Ilhota,420710,SC,Sul,FIOCRUZ/ASTRAZENECA,6529,3573,2956
Ilhota,420710,SC,Sul,BUTANTAN/SINOVAC,4079,2221,1858
Ilhota,420710,SC,Sul,PFIZER/BIONTECH,3808,3420,388
Ilhota,420710,SC,Sul,JANSSEN,444,0,0
Ilicínea,313050,MG,Sudeste,FIOCRUZ/ASTRAZENECA,6349,3662,2687
Ilicínea,313050,MG,Sudeste,BUTANTAN/SINOVAC,4021,2387,1634
Ilicínea,313050,MG,Sudeste,PFIZER/BIONTECH,2596,2368,228
Ilicínea,313050,MG,Sudeste,JANSSEN,174,0,0
Ilópolis,431030,RS,Sul,FIOCRUZ/ASTRAZENECA,2780,1433,1347
Ilópolis,431030,RS,Sul,BUTANTAN/SINOVAC,2230,1161,1069
Ilópolis,431030,RS,Sul,PFIZER/BIONTECH,1356,741,485
Ilópolis,431030,RS,Sul,JANSSEN,85,0,0
Imaculada,250670,PB,Nordeste,BUTANTAN/SINOVAC,3838,2100,1738
Imaculada,250670,PB,Nordeste,FIOCRUZ/ASTRAZENECA,3234,2299,935
Imaculada,250670,PB,Nordeste,PFIZER/BIONTECH,2530,2389,141
Imaculada,250670,PB,Nordeste,JANSSEN,184,0,0
Imaruí,420720,SC,Sul,FIOCRUZ/ASTRAZENECA,8453,4690,3763
Imaruí,420720,SC,Sul,BUTANTAN/SINOVAC,3914,2003,1911
Imaruí,420720,SC,Sul,PFIZER/BIONTECH,2614,1879,719
Imaruí,420720,SC,Sul,JANSSEN,334,0,0
Imbaú,411007,PR,Sul,FIOCRUZ/ASTRAZENECA,7100,4353,2747
Imbaú,411007,PR,Sul,PFIZER/BIONTECH,3753,2964,753
Imbaú,411007,PR,Sul,BUTANTAN/SINOVAC,3465,1791,1674
Imbaú,411007,PR,Sul,JANSSEN,883,0,0
Imbé,431033,RS,Sul,BUTANTAN/SINOVAC,14081,8009,6072
Imbé,431033,RS,Sul,FIOCRUZ/ASTRAZENECA,13159,7732,5427
Imbé,431033,RS,Sul,PFIZER/BIONTECH,6183,4459,1684
Imbé,431033,RS,Sul,JANSSEN,636,0,0
Imbé De Minas,313055,MG,Sudeste,FIOCRUZ/ASTRAZENECA,3270,2229,1041
Imbé De Minas,313055,MG,Sudeste,BUTANTAN/SINOVAC,1930,1079,851
Imbé De Minas,313055,MG,Sudeste,PFIZER/BIONTECH,1295,1164,131
Imbé De Minas,313055,MG,Sudeste,JANSSEN,115,0,0
Imbituba,420730,SC,Sul,FIOCRUZ/ASTRAZENECA,33455,21547,11908
Imbituba,420730,SC,Sul,BUTANTAN/SINOVAC,14583,7831,6752
Imbituba,420730,SC,Sul,PFIZER/BIONTECH,10633,7957,2671
Imbituba,420730,SC,Sul,JANSSEN,1472,0,0
Imbituva,411010,PR,Sul,FIOCRUZ/ASTRAZENECA,14484,8532,5952
Imbituva,411010,PR,Sul,PFIZER/BIONTECH,10329,7728,2523
Imbituva,411010,PR,Sul,BUTANTAN/SINOVAC,8495,4827,3668
Imbituva,411010,PR,Sul,JANSSEN,721,0,0
Imbuia,420740,SC,Sul,FIOCRUZ/ASTRAZENECA,3518,1828,1690
Imbuia,420740,SC,Sul,PFIZER/BIONTECH,2425,1692,644
Imbuia,420740,SC,Sul,BUTANTAN/SINOVAC,2217,1148,1069
Imbuia,420740,SC,Sul,JANSSEN,243,0,0
Imigrante,431036,RS,Sul,FIOCRUZ/ASTRAZENECA,1873,992,881
Imigrante,431036,RS,Sul,BUTANTAN/SINOVAC,1608,843,765
Imigrante,431036,RS,Sul,PFIZER/BIONTECH,954,684,267
Imigrante,431036,RS,Sul,JANSSEN,74,0,0
Imperatriz,210530,MA,Nordeste,FIOCRUZ/ASTRAZENECA,117657,63713,53944
Imperatriz,210530,MA,Nordeste,PFIZER/BIONTECH,97492,72497,24589
Imperatriz,210530,MA,Nordeste,BUTANTAN/SINOVAC,71847,42349,29498
Imperatriz,210530,MA,Nordeste,JANSSEN,8205,0,0
Inácio Martins,411020,PR,Sul,FIOCRUZ/ASTRAZENECA,6507,3752,2755
Inácio Martins,411020,PR,Sul,BUTANTAN/SINOVAC,3442,1781,1661
Inácio Martins,411020,PR,Sul,PFIZER/BIONTECH,2721,1955,700
Inácio Martins,411020,PR,Sul,JANSSEN,246,0,0
Inaciolândia,520993,GO,Centro-Oeste,FIOCRUZ/ASTRAZENECA,3828,2119,1709
Inaciolândia,520993,GO,Centro-Oeste,BUTANTAN/SINOVAC,1812,1078,734
Inaciolândia,520993,GO,Centro-Oeste,PFIZER/BIONTECH,1473,1385,88
Inaciolândia,520993,GO,Centro-Oeste,JANSSEN,43,0,0
Inajá,260700,PE,Nordeste,FIOCRUZ/ASTRAZENECA,7602,4410,3192
Inajá,260700,PE,Nordeste,PFIZER/BIONTECH,5610,4441,1134
Inajá,260700,PE,Nordeste,BUTANTAN/SINOVAC,5301,2830,2471
Inajá,260700,PE,Nordeste,JANSSEN,211,0,0
Inajá,411030,PR,Sul,FIOCRUZ/ASTRAZENECA,2009,1083,926
Inajá,411030,PR,Sul,BUTANTAN/SINOVAC,1030,515,515
Inajá,411030,PR,Sul,PFIZER/BIONTECH,678,526,151
Inajá,411030,PR,Sul,JANSSEN,40,0,0
Inconfidentes,313060,MG,Sudeste,FIOCRUZ/ASTRAZENECA,4046,2248,1798
Inconfidentes,313060,MG,Sudeste,BUTANTAN/SINOVAC,3353,1712,1641
Inconfidentes,313060,MG,Sudeste,PFIZER/BIONTECH,2388,1769,607
Inconfidentes,313060,MG,Sudeste,JANSSEN,130,0,0
Indaiabira,313065,MG,Sudeste,FIOCRUZ/ASTRAZENECA,3422,2286,1136
Indaiabira,313065,MG,Sudeste,BUTANTAN/SINOVAC,2116,1088,1028
Indaiabira,313065,MG,Sudeste,PFIZER/BIONTECH,1452,1270,182
Indaiabira,313065,MG,Sudeste,JANSSEN,94,0,0
Indaial,420750,SC,Sul,FIOCRUZ/ASTRAZENECA,34100,18208,15892
Indaial,420750,SC,Sul,PFIZER/BIONTECH,21405,16730,4409
Indaial,420750,SC,Sul,BUTANTAN/SINOVAC,19266,10790,8476
Indaial,420750,SC,Sul,JANSSEN,2406,0,0
Indaiatuba,352050,SP,Sudeste,BUTANTAN/SINOVAC,148916,75115,73795
Indaiatuba,352050,SP,Sudeste,FIOCRUZ/ASTRAZENECA,142950,77566,65384
Indaiatuba,352050,SP,Sudeste,PFIZER/BIONTECH,90855,52439,38405
Indaiatuba,352050,SP,Sudeste,JANSSEN,7053,0,0
Independência,230560,CE,Nordeste,BUTANTAN/SINOVAC,5296,2908,2388
Independência,230560,CE,Nordeste,FIOCRUZ/ASTRAZENECA,4161,2436,1725
Independência,230560,CE,Nordeste,PFIZER/BIONTECH,31,13,18
Independência,431040,RS,Sul,FIOCRUZ/ASTRAZENECA,3993,2169,1824
Independência,431040,RS,Sul,BUTANTAN/SINOVAC,2735,1404,1331
Independência,431040,RS,Sul,PFIZER/BIONTECH,2380,1418,869
Independência,431040,RS,Sul,JANSSEN,138,0,0
Indiana,352060,SP,Sudeste,BUTANTAN/SINOVAC,3113,1531,1576
Indiana,352060,SP,Sudeste,FIOCRUZ/ASTRAZENECA,3094,1599,1495
Indiana,352060,SP,Sudeste,PFIZER/BIONTECH,1448,836,606
Indiana,352060,SP,Sudeste,JANSSEN,120,0,0
Indianópolis,313070,MG,Sudeste,FIOCRUZ/ASTRAZENECA,3327,1843,1484
Indianópolis,313070,MG,Sudeste,BUTANTAN/SINOVAC,2588,1372,1216
Indianópolis,313070,MG,Sudeste,PFIZER/BIONTECH,1983,1473,470
Indianópolis,313070,MG,Sudeste,JANSSEN,134,0,0
Indianópolis,411040,PR,Sul,FIOCRUZ/ASTRAZENECA,3304,1730,1574
Indianópolis,411040,PR,Sul,BUTANTAN/SINOVAC,1945,1001,944
Indianópolis,411040,PR,Sul,PFIZER/BIONTECH,940,777,144
Indianópolis,411040,PR,Sul,JANSSEN,171,0,0
Indiaporã,352070,SP,Sudeste,FIOCRUZ/ASTRAZENECA,2874,1450,1424
Indiaporã,352070,SP,Sudeste,BUTANTAN/SINOVAC,2305,1088,1217
Indiaporã,352070,SP,Sudeste,PFIZER/BIONTECH,1527,875,652
Indiaporã,352070,SP,Sudeste,JANSSEN,80,0,0
Indiara,520995,GO,Centro-Oeste,FIOCRUZ/ASTRAZENECA,7574,4447,3127
Indiara,520995,GO,Centro-Oeste,BUTANTAN/SINOVAC,4368,2541,1827
Indiara,520995,GO,Centro-Oeste,PFIZER/BIONTECH,3779,3418,361
Indiara,520995,GO,Centro-Oeste,JANSSEN,298,0,0
Indiaroba,280280,SE,Nordeste,FIOCRUZ/ASTRAZENECA,6392,3886,2506
Indiaroba,280280,SE,Nordeste,BUTANTAN/SINOVAC,5098,2735,2363
Indiaroba,280280,SE,Nordeste,PFIZER/BIONTECH,4641,4244,397
Indiaroba,280280,SE,Nordeste,JANSSEN,147,0,0
Indiavaí,510450,MT,Centro-Oeste,FIOCRUZ/ASTRAZENECA,2053,1123,930
Indiavaí,510450,MT,Centro-Oeste,BUTANTAN/SINOVAC,704,376,328
Indiavaí,510450,MT,Centro-Oeste,PFIZER/BIONTECH,548,392,154
Indiavaí,510450,MT,Centro-Oeste,JANSSEN,52,0,0
Ingá,250680,PB,Nordeste,FIOCRUZ/ASTRAZENECA,9812,5718,4094
Ingá,250680,PB,Nordeste,BUTANTAN/SINOVAC,7270,3935,3335
Ingá,250680,PB,Nordeste,PFIZER/BIONTECH,4677,3824,853
Ingá,250680,PB,Nordeste,JANSSEN,243,0,0
Ingaí,313080,MG,Sudeste,FIOCRUZ/ASTRAZENECA,1547,853,694
