Município,Cód. IBGE,UF,Região,Fabricante,Doses Aplicadas,Dose 1,Dose 2
Santa Vitória Do Palmar,431730,RS,Sul,FIOCRUZ/ASTRAZENECA,25124,15098,10026
Santa Vitória Do Palmar,431730,RS,Sul,BUTANTAN/SINOVAC,8474,4453,4021
Santa Vitória Do Palmar,431730,RS,Sul,PFIZER/BIONTECH,5505,3545,1938
Santa Vitória Do Palmar,431730,RS,Sul,JANSSEN,825,0,0
Santaluz,292800,BA,Nordeste,FIOCRUZ/ASTRAZENECA,14207,9783,4424
Santaluz,292800,BA,Nordeste,BUTANTAN/SINOVAC,9960,5809,4151
Santaluz,292800,BA,Nordeste,PFIZER/BIONTECH,7115,6277,822
Santaluz,292800,BA,Nordeste,JANSSEN,458,0,0
Santana,160060,AP,Norte,FIOCRUZ/ASTRAZENECA,49358,29523,19835
Santana,160060,AP,Norte,BUTANTAN/SINOVAC,34897,20112,14785
Santana,160060,AP,Norte,PFIZER/BIONTECH,33512,28084,5321
Santana,160060,AP,Norte,JANSSEN,2366,0,0
Santana,292820,BA,Nordeste,FIOCRUZ/ASTRAZENECA,5533,5479,54
Santana,292820,BA,Nordeste,BUTANTAN/SINOVAC,4859,3588,1271
Santana,292820,BA,Nordeste,PFIZER/BIONTECH,1041,1040,1
Santana,292820,BA,Nordeste,JANSSEN,1,0,0
Santana Da Boa Vista,431700,RS,Sul,FIOCRUZ/ASTRAZENECA,5500,2972,2528
Santana Da Boa Vista,431700,RS,Sul,BUTANTAN/SINOVAC,4307,2189,2118
Santana Da Boa Vista,431700,RS,Sul,PFIZER/BIONTECH,1902,1264,638
Santana Da Boa Vista,431700,RS,Sul,JANSSEN,204,0,0
Santana Da Ponte Pensa,354720,SP,Sudeste,FIOCRUZ/ASTRAZENECA,1216,560,656
Santana Da Ponte Pensa,354720,SP,Sudeste,BUTANTAN/SINOVAC,1108,514,594
Santana Da Ponte Pensa,354720,SP,Sudeste,PFIZER/BIONTECH,432,234,186
Santana Da Ponte Pensa,354720,SP,Sudeste,JANSSEN,32,0,0
Santana Da Vargem,315830,MG,Sudeste,FIOCRUZ/ASTRAZENECA,4346,2304,2042
Santana Da Vargem,315830,MG,Sudeste,BUTANTAN/SINOVAC,2847,1608,1239
Santana Da Vargem,315830,MG,Sudeste,PFIZER/BIONTECH,2236,1527,678
Santana Da Vargem,315830,MG,Sudeste,JANSSEN,122,0,0
Santana De Cataguases,315840,MG,Sudeste,FIOCRUZ/ASTRAZENECA,2150,1262,888
Santana De Cataguases,315840,MG,Sudeste,BUTANTAN/SINOVAC,1238,664,574
Santana De Cataguases,315840,MG,Sudeste,PFIZER/BIONTECH,939,807,132
Santana De Cataguases,315840,MG,Sudeste,JANSSEN,64,0,0
Santana De Mangueira,251350,PB,Nordeste,FIOCRUZ/ASTRAZENECA,2241,1220,1021
Santana De Mangueira,251350,PB,Nordeste,BUTANTAN/SINOVAC,2060,1069,991
Santana De Mangueira,251350,PB,Nordeste,PFIZER/BIONTECH,1553,1228,296
Santana De Mangueira,251350,PB,Nordeste,JANSSEN,100,0,0
Santana De Parnaíba,354730,SP,Sudeste,BUTANTAN/SINOVAC,87759,45840,41912
Santana De Parnaíba,354730,SP,Sudeste,FIOCRUZ/ASTRAZENECA,86610,43249,43361
Santana De Parnaíba,354730,SP,Sudeste,PFIZER/BIONTECH,48965,30959,17822
Santana De Parnaíba,354730,SP,Sudeste,JANSSEN,3751,0,0
Santana De Pirapama,315850,MG,Sudeste,FIOCRUZ/ASTRAZENECA,6406,3499,2907
Santana De Pirapama,315850,MG,Sudeste,BUTANTAN/SINOVAC,2741,1412,1329
Santana De Pirapama,315850,MG,Sudeste,PFIZER/BIONTECH,1486,1389,97
Santana De Pirapama,315850,MG,Sudeste,JANSSEN,118,0,0
Santana Do Acaraú,231200,CE,Nordeste,BUTANTAN/SINOVAC,4220,2141,2079
Santana Do Acaraú,231200,CE,Nordeste,FIOCRUZ/ASTRAZENECA,2727,1623,1104
Santana Do Acaraú,231200,CE,Nordeste,PFIZER/BIONTECH,3,2,1
Santana Do Acaraú,231200,CE,Nordeste,-,0,0,0
Santana Do Araguaia,150670,PA,Norte,FIOCRUZ/ASTRAZENECA,12078,9546,2532
Santana Do Araguaia,150670,PA,Norte,BUTANTAN/SINOVAC,3847,2200,1647
Santana Do Araguaia,150670,PA,Norte,PFIZER/BIONTECH,1620,1591,27
Santana Do Araguaia,150670,PA,Norte,JANSSEN,1034,0,0
Santana Do Cariri,231210,CE,Nordeste,BUTANTAN/SINOVAC,3080,1578,1502
Santana Do Cariri,231210,CE,Nordeste,FIOCRUZ/ASTRAZENECA,2721,1502,1219
Santana Do Deserto,315860,MG,Sudeste,FIOCRUZ/ASTRAZENECA,2172,1302,870
Santana Do Deserto,315860,MG,Sudeste,BUTANTAN/SINOVAC,1645,861,784
Santana Do Deserto,315860,MG,Sudeste,PFIZER/BIONTECH,1195,952,191
Santana Do Deserto,315860,MG,Sudeste,JANSSEN,62,0,0
Santana Do Garambéu,315870,MG,Sudeste,FIOCRUZ/ASTRAZENECA,1249,645,604
Santana Do Garambéu,315870,MG,Sudeste,BUTANTAN/SINOVAC,1151,583,568
Santana Do Garambéu,315870,MG,Sudeste,PFIZER/BIONTECH,878,614,255
Santana Do Garambéu,315870,MG,Sudeste,JANSSEN,33,0,0
Santana Do Ipanema,270800,AL,Nordeste,PFIZER/BIONTECH,19337,15882,3375
Santana Do Ipanema,270800,AL,Nordeste,FIOCRUZ/ASTRAZENECA,15293,8255,7038
Santana Do Ipanema,270800,AL,Nordeste,BUTANTAN/SINOVAC,13643,7113,6530
Santana Do Ipanema,270800,AL,Nordeste,JANSSEN,401,0,0
Santana Do Itararé,412400,PR,Sul,FIOCRUZ/ASTRAZENECA,3634,2313,1321
Santana Do Itararé,412400,PR,Sul,BUTANTAN/SINOVAC,1916,995,921
Santana Do Itararé,412400,PR,Sul,PFIZER/BIONTECH,1532,1046,486
Santana Do Itararé,412400,PR,Sul,JANSSEN,159,0,0
Santana Do Jacaré,315880,MG,Sudeste,FIOCRUZ/ASTRAZENECA,2540,1576,964
Santana Do Jacaré,315880,MG,Sudeste,BUTANTAN/SINOVAC,1776,1045,731
Santana Do Jacaré,315880,MG,Sudeste,PFIZER/BIONTECH,869,774,95
Santana Do Jacaré,315880,MG,Sudeste,JANSSEN,55,0,0
Santana Do Manhuaçu,315890,MG,Sudeste,FIOCRUZ/ASTRAZENECA,4289,2399,1890
Santana Do Manhuaçu,315890,MG,Sudeste,BUTANTAN/SINOVAC,3025,1684,1341
Santana Do Manhuaçu,315890,MG,Sudeste,PFIZER/BIONTECH,2595,2052,543
Santana Do Manhuaçu,315890,MG,Sudeste,JANSSEN,97,0,0
Santana Do Maranhão,211023,MA,Nordeste,FIOCRUZ/ASTRAZENECA,4160,2528,1632
Santana Do Maranhão,211023,MA,Nordeste,BUTANTAN/SINOVAC,3124,1718,1406
Santana Do Maranhão,211023,MA,Nordeste,PFIZER/BIONTECH,1543,1542,1
Santana Do Maranhão,211023,MA,Nordeste,JANSSEN,94,0,0
Santana Do Matos,241140,RN,Nordeste,FIOCRUZ/ASTRAZENECA,7510,4650,2860
Santana Do Matos,241140,RN,Nordeste,BUTANTAN/SINOVAC,4584,2342,2242
Santana Do Matos,241140,RN,Nordeste,PFIZER/BIONTECH,3090,2546,544
Santana Do Matos,241140,RN,Nordeste,JANSSEN,196,0,0
Santana Do Mundaú,270810,AL,Nordeste,FIOCRUZ/ASTRAZENECA,5576,2920,2656
Santana Do Mundaú,270810,AL,Nordeste,PFIZER/BIONTECH,4354,3623,715
Santana Do Mundaú,270810,AL,Nordeste,BUTANTAN/SINOVAC,2773,1421,1352
Santana Do Mundaú,270810,AL,Nordeste,JANSSEN,196,0,0
Santana Do Paraíso,315895,MG,Sudeste,FIOCRUZ/ASTRAZENECA,13462,8288,5174
Santana Do Paraíso,315895,MG,Sudeste,PFIZER/BIONTECH,11073,8883,2190
Santana Do Paraíso,315895,MG,Sudeste,BUTANTAN/SINOVAC,9696,5816,3880
Santana Do Paraíso,315895,MG,Sudeste,JANSSEN,314,0,0
Santana Do Piauí,220935,PI,Nordeste,FIOCRUZ/ASTRAZENECA,1700,1065,635
Santana Do Piauí,220935,PI,Nordeste,BUTANTAN/SINOVAC,1244,693,551
Santana Do Piauí,220935,PI,Nordeste,PFIZER/BIONTECH,476,476,0
Santana Do Piauí,220935,PI,Nordeste,JANSSEN,63,0,0
Santana Do Riacho,315900,MG,Sudeste,BUTANTAN/SINOVAC,2278,1291,987
Santana Do Riacho,315900,MG,Sudeste,FIOCRUZ/ASTRAZENECA,2225,1267,958
Santana Do Riacho,315900,MG,Sudeste,PFIZER/BIONTECH,1551,1284,267
Santana Do Riacho,315900,MG,Sudeste,JANSSEN,56,0,0
Santana Do São Francisco,280640,SE,Nordeste,FIOCRUZ/ASTRAZENECA,2863,1652,1211
Santana Do São Francisco,280640,SE,Nordeste,BUTANTAN/SINOVAC,2793,1498,1295
Santana Do São Francisco,280640,SE,Nordeste,PFIZER/BIONTECH,1934,1665,269
Santana Do São Francisco,280640,SE,Nordeste,JANSSEN,85,0,0
Santana Do Seridó,241142,RN,Nordeste,FIOCRUZ/ASTRAZENECA,1328,699,629
Santana Do Seridó,241142,RN,Nordeste,BUTANTAN/SINOVAC,1198,614,584
Santana Do Seridó,241142,RN,Nordeste,PFIZER/BIONTECH,936,739,187
Santana Do Seridó,241142,RN,Nordeste,JANSSEN,50,0,0
Santana Dos Garrotes,251360,PB,Nordeste,FIOCRUZ/ASTRAZENECA,3338,1788,1550
Santana Dos Garrotes,251360,PB,Nordeste,BUTANTAN/SINOVAC,3031,1512,1519
Santana Dos Garrotes,251360,PB,Nordeste,PFIZER/BIONTECH,1915,1545,370
Santana Dos Garrotes,251360,PB,Nordeste,JANSSEN,110,0,0
Santana Dos Montes,315910,MG,Sudeste,FIOCRUZ/ASTRAZENECA,2033,1220,813
Santana Dos Montes,315910,MG,Sudeste,BUTANTAN/SINOVAC,1790,973,817
Santana Dos Montes,315910,MG,Sudeste,PFIZER/BIONTECH,1121,931,164
Santana Dos Montes,315910,MG,Sudeste,JANSSEN,118,0,0
Santanópolis,292830,BA,Nordeste,FIOCRUZ/ASTRAZENECA,4413,2528,1885
Santanópolis,292830,BA,Nordeste,BUTANTAN/SINOVAC,3717,1945,1772
Santanópolis,292830,BA,Nordeste,PFIZER/BIONTECH,2311,1851,453
Santanópolis,292830,BA,Nordeste,JANSSEN,115,0,0
Santarém,150680,PA,Norte,FIOCRUZ/ASTRAZENECA,151341,86136,65204
Santarém,150680,PA,Norte,PFIZER/BIONTECH,116824,97923,18888
Santarém,150680,PA,Norte,BUTANTAN/SINOVAC,50239,28131,22108
Santarém,150680,PA,Norte,JANSSEN,503,0,0
Santarém Novo,150690,PA,Norte,FIOCRUZ/ASTRAZENECA,2945,1720,1225
Santarém Novo,150690,PA,Norte,BUTANTAN/SINOVAC,2630,1653,977
Santarém Novo,150690,PA,Norte,PFIZER/BIONTECH,430,430,0
Santarém Novo,150690,PA,Norte,JANSSEN,123,0,0
Santiago,431740,RS,Sul,FIOCRUZ/ASTRAZENECA,32248,17274,14974
Santiago,431740,RS,Sul,BUTANTAN/SINOVAC,20194,10466,9727
Santiago,431740,RS,Sul,PFIZER/BIONTECH,15351,10850,4295
Santiago,431740,RS,Sul,JANSSEN,1269,0,0
Santiago Do Sul,421569,SC,Sul,FIOCRUZ/ASTRAZENECA,1062,637,425
Santiago Do Sul,421569,SC,Sul,BUTANTAN/SINOVAC,699,352,347
Santiago Do Sul,421569,SC,Sul,PFIZER/BIONTECH,471,365,103
Santiago Do Sul,421569,SC,Sul,JANSSEN,52,0,0
Santo Afonso,510726,MT,Centro-Oeste,FIOCRUZ/ASTRAZENECA,1775,989,786
Santo Afonso,510726,MT,Centro-Oeste,BUTANTAN/SINOVAC,1595,776,819
Santo Afonso,510726,MT,Centro-Oeste,PFIZER/BIONTECH,988,605,286
Santo Afonso,510726,MT,Centro-Oeste,JANSSEN,201,0,0
Santo Amaro,292860,BA,Nordeste,FIOCRUZ/ASTRAZENECA,21541,13553,7988
Santo Amaro,292860,BA,Nordeste,PFIZER/BIONTECH,18866,14975,3891
Santo Amaro,292860,BA,Nordeste,BUTANTAN/SINOVAC,15163,9786,5377
Santo Amaro,292860,BA,Nordeste,JANSSEN,2734,0,0
Santo Amaro Da Imperatriz,421570,SC,Sul,FIOCRUZ/ASTRAZENECA,14463,7837,6626
Santo Amaro Da Imperatriz,421570,SC,Sul,BUTANTAN/SINOVAC,10068,5330,4738
Santo Amaro Da Imperatriz,421570,SC,Sul,PFIZER/BIONTECH,9167,6530,2566
Santo Amaro Da Imperatriz,421570,SC,Sul,JANSSEN,840,0,0
Santo Amaro Das Brotas,280660,SE,Nordeste,BUTANTAN/SINOVAC,1320,959,361
Santo Amaro Das Brotas,280660,SE,Nordeste,FIOCRUZ/ASTRAZENECA,1034,1027,7
Santo Amaro Das Brotas,280660,SE,Nordeste,PFIZER/BIONTECH,61,47,11
Santo Amaro Das Brotas,280660,SE,Nordeste,JANSSEN,1,0,0
Santo Amaro Do Maranhão,211027,MA,Nordeste,FIOCRUZ/ASTRAZENECA,4734,2934,1800
Santo Amaro Do Maranhão,211027,MA,Nordeste,BUTANTAN/SINOVAC,2863,1733,1130
Santo Amaro Do Maranhão,211027,MA,Nordeste,PFIZER/BIONTECH,1653,1651,2
Santo Amaro Do Maranhão,211027,MA,Nordeste,JANSSEN,90,0,0
Santo Anastácio,354770,SP,Sudeste,FIOCRUZ/ASTRAZENECA,13718,7400,6318
Santo Anastácio,354770,SP,Sudeste,BUTANTAN/SINOVAC,9407,4673,4730
Santo Anastácio,354770,SP,Sudeste,PFIZER/BIONTECH,4296,2725,1566
Santo Anastácio,354770,SP,Sudeste,JANSSEN,515,0,0
Santo André,251385,PB,Nordeste,BUTANTAN/SINOVAC,1375,731,644
Santo André,251385,PB,Nordeste,FIOCRUZ/ASTRAZENECA,1362,759,603
Santo André,251385,PB,Nordeste,PFIZER/BIONTECH,569,451,118
Santo André,251385,PB,Nordeste,JANSSEN,45,0,0
Santo André,354780,SP,Sudeste,BUTANTAN/SINOVAC,466637,262653,202534
Santo André,354780,SP,Sudeste,FIOCRUZ/ASTRAZENECA,452521,265693,186411
Santo André,354780,SP,Sudeste,PFIZER/BIONTECH,210662,134577,73592
Santo André,354780,SP,Sudeste,JANSSEN,15874,0,0
Santo Ângelo,431750,RS,Sul,FIOCRUZ/ASTRAZENECA,48678,25445,23233
Santo Ângelo,431750,RS,Sul,BUTANTAN/SINOVAC,30418,15841,14577
Santo Ângelo,431750,RS,Sul,PFIZER/BIONTECH,26886,17723,9157
Santo Ângelo,431750,RS,Sul,JANSSEN,2239,0,0
Santo Antônio,241150,RN,Nordeste,FIOCRUZ/ASTRAZENECA,11684,6373,5311
Santo Antônio,241150,RN,Nordeste,PFIZER/BIONTECH,6939,5577,1339
Santo Antônio,241150,RN,Nordeste,BUTANTAN/SINOVAC,6151,3185,2966
Santo Antônio,241150,RN,Nordeste,JANSSEN,328,0,0
Santo Antônio Da Alegria,354790,SP,Sudeste,BUTANTAN/SINOVAC,4754,2339,2415
Santo Antônio Da Alegria,354790,SP,Sudeste,FIOCRUZ/ASTRAZENECA,4459,2383,2076
Santo Antônio Da Alegria,354790,SP,Sudeste,PFIZER/BIONTECH,2122,1250,869
Santo Antônio Da Alegria,354790,SP,Sudeste,JANSSEN,175,0,0
Santo Antônio Da Barra,521971,GO,Centro-Oeste,FIOCRUZ/ASTRAZENECA,2781,1603,1178
Santo Antônio Da Barra,521971,GO,Centro-Oeste,BUTANTAN/SINOVAC,1620,910,710
Santo Antônio Da Barra,521971,GO,Centro-Oeste,PFIZER/BIONTECH,1064,994,63
Santo Antônio Da Barra,521971,GO,Centro-Oeste,JANSSEN,75,0,0
Santo Antônio Da Patrulha,431760,RS,Sul,FIOCRUZ/ASTRAZENECA,24783,13128,11655
Santo Antônio Da Patrulha,431760,RS,Sul,BUTANTAN/SINOVAC,20540,10709,9831
Santo Antônio Da Patrulha,431760,RS,Sul,PFIZER/BIONTECH,13520,9612,3783
Santo Antônio Da Patrulha,431760,RS,Sul,JANSSEN,1324,0,0
Santo Antônio Da Platina,412410,PR,Sul,FIOCRUZ/ASTRAZENECA,20532,11918,8614
Santo Antônio Da Platina,412410,PR,Sul,PFIZER/BIONTECH,15692,11779,3913
Santo Antônio Da Platina,412410,PR,Sul,BUTANTAN/SINOVAC,13660,7262,6398
Santo Antônio Da Platina,412410,PR,Sul,JANSSEN,1467,0,0
Santo Antônio Das Missões,431770,RS,Sul,FIOCRUZ/ASTRAZENECA,6437,3840,2597
Santo Antônio Das Missões,431770,RS,Sul,BUTANTAN/SINOVAC,4593,2400,2193
Santo Antônio Das Missões,431770,RS,Sul,PFIZER/BIONTECH,2932,2082,843
Santo Antônio Das Missões,431770,RS,Sul,JANSSEN,256,0,0
Santo Antônio De Goiás,521973,GO,Centro-Oeste,FIOCRUZ/ASTRAZENECA,3864,2064,1800
Santo Antônio De Goiás,521973,GO,Centro-Oeste,BUTANTAN/SINOVAC,2024,1155,869
Santo Antônio De Goiás,521973,GO,Centro-Oeste,PFIZER/BIONTECH,1679,1421,249
Santo Antônio De Goiás,521973,GO,Centro-Oeste,JANSSEN,103,0,0
Santo Antônio De Jesus,292870,BA,Nordeste,FIOCRUZ/ASTRAZENECA,46387,27506,18881
Santo Antônio De Jesus,292870,BA,Nordeste,BUTANTAN/SINOVAC,38196,22490,15706
Santo Antônio De Jesus,292870,BA,Nordeste,PFIZER/BIONTECH,29404,23632,5744
Santo Antônio De Jesus,292870,BA,Nordeste,JANSSEN,1195,0,0
Santo Antônio De Lisboa,220940,PI,Nordeste,FIOCRUZ/ASTRAZENECA,3456,1882,1574
Santo Antônio De Lisboa,220940,PI,Nordeste,BUTANTAN/SINOVAC,2206,1208,998
Santo Antônio De Lisboa,220940,PI,Nordeste,PFIZER/BIONTECH,1700,1420,223
Santo Antônio De Lisboa,220940,PI,Nordeste,JANSSEN,81,0,0
Santo Antônio De Pádua,330470,RJ,Sudeste,FIOCRUZ/ASTRAZENECA,19107,13131,5976
Santo Antônio De Pádua,330470,RJ,Sudeste,BUTANTAN/SINOVAC,11739,6790,4949
Santo Antônio De Pádua,330470,RJ,Sudeste,PFIZER/BIONTECH,8188,7545,619
Santo Antônio De Pádua,330470,RJ,Sudeste,JANSSEN,627,0,0
Santo Antônio De Posse,354800,SP,Sudeste,FIOCRUZ/ASTRAZENECA,13459,7718,5741
Santo Antônio De Posse,354800,SP,Sudeste,BUTANTAN/SINOVAC,12281,6155,6110
Santo Antônio De Posse,354800,SP,Sudeste,PFIZER/BIONTECH,8090,5374,2706
Santo Antônio De Posse,354800,SP,Sudeste,JANSSEN,674,0,0
Santo Antônio Do Amparo,315990,MG,Sudeste,FIOCRUZ/ASTRAZENECA,9150,5025,4125
Santo Antônio Do Amparo,315990,MG,Sudeste,PFIZER/BIONTECH,6533,4658,1860
Santo Antônio Do Amparo,315990,MG,Sudeste,BUTANTAN/SINOVAC,6301,3247,3054
Santo Antônio Do Amparo,315990,MG,Sudeste,JANSSEN,243,0,0
Santo Antônio Do Aracanguá,354805,SP,Sudeste,FIOCRUZ/ASTRAZENECA,4795,2409,2386
Santo Antônio Do Aracanguá,354805,SP,Sudeste,BUTANTAN/SINOVAC,4598,2239,2316
Santo Antônio Do Aracanguá,354805,SP,Sudeste,PFIZER/BIONTECH,2880,1789,1089
Santo Antônio Do Aracanguá,354805,SP,Sudeste,JANSSEN,228,0,0
Santo Antônio Do Aventureiro,316000,MG,Sudeste,FIOCRUZ/ASTRAZENECA,2427,1285,1142
Santo Antônio Do Aventureiro,316000,MG,Sudeste,PFIZER/BIONTECH,1528,1152,342
Santo Antônio Do Aventureiro,316000,MG,Sudeste,BUTANTAN/SINOVAC,1439,736,703
Santo Antônio Do Aventureiro,316000,MG,Sudeste,JANSSEN,50,0,0
Santo Antônio Do Caiuá,412420,PR,Sul,FIOCRUZ/ASTRAZENECA,1846,958,888
Santo Antônio Do Caiuá,412420,PR,Sul,BUTANTAN/SINOVAC,1229,628,601
Santo Antônio Do Caiuá,412420,PR,Sul,PFIZER/BIONTECH,582,491,91
Santo Antônio Do Caiuá,412420,PR,Sul,JANSSEN,60,0,0
Santo Antônio Do Descoberto,521975,GO,Centro-Oeste,FIOCRUZ/ASTRAZENECA,31588,21101,10487
Santo Antônio Do Descoberto,521975,GO,Centro-Oeste,BUTANTAN/SINOVAC,23254,14140,9114
Santo Antônio Do Descoberto,521975,GO,Centro-Oeste,PFIZER/BIONTECH,4552,4470,76
Santo Antônio Do Descoberto,521975,GO,Centro-Oeste,JANSSEN,3291,0,0
Santo Antônio Do Grama,316010,MG,Sudeste,FIOCRUZ/ASTRAZENECA,2502,1488,1014
Santo Antônio Do Grama,316010,MG,Sudeste,BUTANTAN/SINOVAC,1769,944,825
Santo Antônio Do Grama,316010,MG,Sudeste,PFIZER/BIONTECH,1070,840,230
Santo Antônio Do Grama,316010,MG,Sudeste,JANSSEN,115,0,0
Santo Antônio Do Içá,130370,AM,Norte,BUTANTAN/SINOVAC,4828,3562,1266
Santo Antônio Do Içá,130370,AM,Norte,FIOCRUZ/ASTRAZENECA,4122,3651,471
Santo Antônio Do Içá,130370,AM,Norte,JANSSEN,298,0,0
Santo Antônio Do Içá,130370,AM,Norte,PFIZER/BIONTECH,11,11,0
Santo Antônio Do Itambé,316020,MG,Sudeste,FIOCRUZ/ASTRAZENECA,2428,1315,1113
Santo Antônio Do Itambé,316020,MG,Sudeste,BUTANTAN/SINOVAC,912,478,434
Santo Antônio Do Itambé,316020,MG,Sudeste,PFIZER/BIONTECH,887,679,208
Santo Antônio Do Itambé,316020,MG,Sudeste,JANSSEN,41,0,0
Santo Antônio Do Jacinto,316030,MG,Sudeste,FIOCRUZ/ASTRAZENECA,5593,3569,2024
Santo Antônio Do Jacinto,316030,MG,Sudeste,BUTANTAN/SINOVAC,3471,1832,1639
Santo Antônio Do Jacinto,316030,MG,Sudeste,PFIZER/BIONTECH,3054,2363,645
Santo Antônio Do Jacinto,316030,MG,Sudeste,JANSSEN,252,0,0
Santo Antônio Do Jardim,354810,SP,Sudeste,BUTANTAN/SINOVAC,3818,1865,1953
Santo Antônio Do Jardim,354810,SP,Sudeste,FIOCRUZ/ASTRAZENECA,3690,2092,1598
Santo Antônio Do Jardim,354810,SP,Sudeste,PFIZER/BIONTECH,1947,1122,825
Santo Antônio Do Jardim,354810,SP,Sudeste,JANSSEN,200,0,0
Santo Antônio Do Leste,510779,MT,Centro-Oeste,FIOCRUZ/ASTRAZENECA,1430,877,553
Santo Antônio Do Leste,510779,MT,Centro-Oeste,PFIZER/BIONTECH,1323,1181,137
Santo Antônio Do Leste,510779,MT,Centro-Oeste,BUTANTAN/SINOVAC,1064,570,494
Santo Antônio Do Leste,510779,MT,Centro-Oeste,JANSSEN,141,0,0
Santo Antônio Do Leverger,510780,MT,Centro-Oeste,FIOCRUZ/ASTRAZENECA,12768,8005,4763
Santo Antônio Do Leverger,510780,MT,Centro-Oeste,BUTANTAN/SINOVAC,4198,2283,1915
Santo Antônio Do Leverger,510780,MT,Centro-Oeste,PFIZER/BIONTECH,2810,2600,209
Santo Antônio Do Leverger,510780,MT,Centro-Oeste,JANSSEN,303,0,0
Santo Antônio Do Monte,316040,MG,Sudeste,FIOCRUZ/ASTRAZENECA,21654,11814,9840
Santo Antônio Do Monte,316040,MG,Sudeste,PFIZER/BIONTECH,7354,5171,2105
Santo Antônio Do Monte,316040,MG,Sudeste,BUTANTAN/SINOVAC,6934,3606,3328
Santo Antônio Do Monte,316040,MG,Sudeste,JANSSEN,532,0,0
Santo Antônio Do Palma,431755,RS,Sul,FIOCRUZ/ASTRAZENECA,1501,774,727
Santo Antônio Do Palma,431755,RS,Sul,BUTANTAN/SINOVAC,870,446,424
Santo Antônio Do Palma,431755,RS,Sul,PFIZER/BIONTECH,745,515,230
Santo Antônio Do Palma,431755,RS,Sul,JANSSEN,57,0,0
Santo Antônio Do Paraíso,412430,PR,Sul,FIOCRUZ/ASTRAZENECA,1786,937,849
Santo Antônio Do Paraíso,412430,PR,Sul,BUTANTAN/SINOVAC,999,501,498
Santo Antônio Do Paraíso,412430,PR,Sul,PFIZER/BIONTECH,540,330,196
Santo Antônio Do Paraíso,412430,PR,Sul,JANSSEN,40,0,0
Santo Antônio Do Pinhal,354820,SP,Sudeste,BUTANTAN/SINOVAC,4271,2124,2147
Santo Antônio Do Pinhal,354820,SP,Sudeste,FIOCRUZ/ASTRAZENECA,4095,2215,1880
Santo Antônio Do Pinhal,354820,SP,Sudeste,PFIZER/BIONTECH,2017,1482,535
Santo Antônio Do Pinhal,354820,SP,Sudeste,JANSSEN,148,0,0
Santo Antônio Do Planalto,431775,RS,Sul,FIOCRUZ/ASTRAZENECA,1325,705,620
Santo Antônio Do Planalto,431775,RS,Sul,BUTANTAN/SINOVAC,952,494,458
Santo Antônio Do Planalto,431775,RS,Sul,PFIZER/BIONTECH,656,443,208
Santo Antônio Do Planalto,431775,RS,Sul,JANSSEN,46,0,0
Santo Antônio Do Retiro,316045,MG,Sudeste,FIOCRUZ/ASTRAZENECA,3137,2356,781
Santo Antônio Do Retiro,316045,MG,Sudeste,BUTANTAN/SINOVAC,2332,1235,1097
Santo Antônio Do Retiro,316045,MG,Sudeste,PFIZER/BIONTECH,1399,1255,144
Santo Antônio Do Retiro,316045,MG,Sudeste,JANSSEN,125,0,0
Santo Antônio Do Rio Abaixo,316050,MG,Sudeste,FIOCRUZ/ASTRAZENECA,1081,610,471
Santo Antônio Do Rio Abaixo,316050,MG,Sudeste,BUTANTAN/SINOVAC,703,377,326
Santo Antônio Do Rio Abaixo,316050,MG,Sudeste,PFIZER/BIONTECH,602,486,114
Santo Antônio Do Rio Abaixo,316050,MG,Sudeste,JANSSEN,43,0,0
Santo Antônio Do Sudoeste,412440,PR,Sul,FIOCRUZ/ASTRAZENECA,14945,9606,5339
Santo Antônio Do Sudoeste,412440,PR,Sul,BUTANTAN/SINOVAC,4841,2540,2301
Santo Antônio Do Sudoeste,412440,PR,Sul,PFIZER/BIONTECH,3880,2671,1169
Santo Antônio Do Sudoeste,412440,PR,Sul,JANSSEN,508,0,0
Santo Antônio Do Tauá,150700,PA,Norte,FIOCRUZ/ASTRAZENECA,16231,10097,6134
Santo Antônio Do Tauá,150700,PA,Norte,BUTANTAN/SINOVAC,8870,5441,3429
Santo Antônio Do Tauá,150700,PA,Norte,PFIZER/BIONTECH,2466,2385,81
Santo Antônio Do Tauá,150700,PA,Norte,JANSSEN,604,0,0
Santo Antônio Dos Lopes,211030,MA,Nordeste,BUTANTAN/SINOVAC,9856,5317,4539
Santo Antônio Dos Lopes,211030,MA,Nordeste,FIOCRUZ/ASTRAZENECA,8008,4318,3690
Santo Antônio Dos Lopes,211030,MA,Nordeste,PFIZER/BIONTECH,1709,1615,73
Santo Antônio Dos Lopes,211030,MA,Nordeste,JANSSEN,146,0,0
Santo Antônio Dos Milagres,220945,PI,Nordeste,FIOCRUZ/ASTRAZENECA,1315,707,608
Santo Antônio Dos Milagres,220945,PI,Nordeste,BUTANTAN/SINOVAC,826,439,387
Santo Antônio Dos Milagres,220945,PI,Nordeste,PFIZER/BIONTECH,573,464,105
Santo Antônio Dos Milagres,220945,PI,Nordeste,JANSSEN,30,0,0
Santo Augusto,431780,RS,Sul,FIOCRUZ/ASTRAZENECA,8815,4659,4156
Santo Augusto,431780,RS,Sul,BUTANTAN/SINOVAC,5632,2861,2771
Santo Augusto,431780,RS,Sul,PFIZER/BIONTECH,4109,2821,1256
